Make,Colour,Odometer,Doors,Price
Toyota,Green,154392.0,5.0,"$6,900"
Toyota,Black,73735.0,4.0,"$9,200"
Toyota,Red,95093.0,4.0,"$9,900"
Nissan,Blue,123573.0,4.0,"$5,900"
Honda,Red,85585.0,4.0,"$7,300"
Nissan,Black,164730.0,4.0,"$4,800"
Honda,Blue,83626.0,4.0,"$7,600"
Toyota,Green,28740.0,4.0,"$16,900"
Nissan,Red,143059.0,4.0,"$2,500"
Toyota,Black,137683.0,4.0,"$11,500"
Nissan,Silver,118965.0,4.0,"$10,700"
Honda,Black,102402.0,4.0,"$4,900"
Toyota,Blue,116988.0,3.0,"$9,100"
Toyota,Green,66628.0,4.0,
Honda,White,11952.0,,"$16,200"
Toyota,Blue,52337.0,3.0,"$8,200"
Toyota,Blue,,4.0,"$11,800"
Honda,Black,99868.0,4.0,"$7,100"
Honda,White,67707.0,4.0,"$7,200"
Honda,Black,81215.0,4.0,"$13,400"
Toyota,Black,97778.0,4.0,"$13,200"
Nissan,Blue,193502.0,4.0,"$2,500"
Honda,Silver,83044.0,5.0,"$17,200"
Toyota,Blue,173105.0,4.0,"$2,500"
BMW,White,81260.0,4.0,"$24,500"
Toyota,Black,140975.0,4.0,
Honda,Silver,51698.0,5.0,"$10,100"
Nissan,Silver,79972.0,4.0,"$10,500"
Toyota,Black,36577.0,5.0,"$12,000"
Honda,White,6127.0,4.0,"$16,500"
Nissan,Red,183177.0,4.0,"$2,500"
Nissan,Black,95314.0,4.0,"$9,000"
Toyota,White,174673.0,5.0,"$8,600"
Honda,Blue,58517.0,4.0,"$6,100"
BMW,Blue,18164.0,4.0,"$27,900"
Toyota,White,63922.0,4.0,"$12,400"
Toyota,Blue,69247.0,4.0,"$8,100"
Toyota,Red,36794.0,4.0,"$17,900"
Nissan,Black,161783.0,4.0,"$9,200"
Nissan,Silver,142237.0,5.0,"$5,000"
Nissan,Blue,186107.0,4.0,"$3,200"
Nissan,White,124367.0,4.0,"$6,100"
Nissan,White,3000.0,4.0,"$16,100"
Toyota,Black,123532.0,3.0,"$9,300"
Honda,Blue,89034.0,5.0,"$10,800"
Honda,Silver,63330.0,4.0,"$12,700"
Honda,Silver,29259.0,5.0,"$13,700"
Toyota,White,127201.0,4.0,"$8,200"
Toyota,Green,117285.0,5.0,"$6,100"
Toyota,White,47777.0,4.0,"$13,300"
Honda,Blue,124570.0,5.0,"$3,000"
Toyota,Green,125145.0,4.0,"$6,500"
Toyota,Red,87974.0,4.0,"$6,200"
Nissan,Red,64309.0,4.0,"$11,400"
Toyota,White,99708.0,4.0,"$8,900"
Toyota,White,91942.0,4.0,"$12,000"
Honda,Red,113143.0,4.0,"$8,100"
BMW,Blue,110904.0,4.0,"$29,300"
Toyota,White,119495.0,5.0,"$10,100"
Nissan,Silver,148809.0,4.0,"$6,000"
BMW,Silver,109553.0,3.0,"$28,100"
Toyota,Green,45050.0,4.0,"$8,500"
BMW,Grey,35547.0,4.0,"$32,900"
Honda,Red,16337.0,4.0,"$14,100"
Honda,Blue,109402.0,4.0,"$12,100"
Toyota,Blue,107377.0,4.0,"$5,400"
Toyota,Blue,48113.0,4.0,"$8,700"
Toyota,Green,70026.0,4.0,"$10,200"
Nissan,Blue,46735.0,4.0,"$13,700"
BMW,White,9338.0,3.0,"$35,700"
Honda,Red,148887.0,4.0,"$9,300"
BMW,Silver,35861.0,5.0,"$29,600"
Honda,Silver,30686.0,5.0,"$15,800"
Toyota,Blue,94152.0,4.0,"$9,000"
Honda,White,33260.0,4.0,"$4,800"
Honda,Blue,42150.0,4.0,"$15,100"
Toyota,Red,77052.0,4.0,"$10,500"
Toyota,Red,132088.0,4.0,"$14,200"
Toyota,White,166900.0,5.0,"$4,500"
Nissan,Blue,3216.0,4.0,"$18,000"
Honda,Blue,200911.0,4.0,"$4,900"
Honda,White,31016.0,4.0,"$15,200"
Nissan,Silver,105952.0,4.0,"$6,900"
Honda,Red,134934.0,4.0,"$8,300"
Toyota,Red,36337.0,3.0,"$11,000"
Honda,White,123735.0,5.0,"$10,200"
Nissan,Blue,126672.0,4.0,"$8,500"
Toyota,White,79190.0,5.0,"$12,300"
Toyota,Blue,3000.0,3.0,"$12,300"
Nissan,Blue,154778.0,4.0,"$3,800"
Toyota,Green,73756.0,4.0,"$7,300"
Toyota,Red,150175.0,5.0,"$10,000"
Nissan,White,158223.0,4.0,"$2,500"
Nissan,Red,103014.0,4.0,"$6,400"
Toyota,Blue,83410.0,4.0,"$8,900"
Toyota,Red,80002.0,5.0,"$14,300"
Honda,Silver,3000.0,5.0,"$19,700"
Honda,White,115224.0,5.0,"$9,000"
Toyota,Blue,145155.0,4.0,"$3,300"
Honda,Blue,60094.0,5.0,"$11,300"
Honda,Black,157546.0,5.0,"$7,200"
Toyota,Red,121402.0,3.0,"$6,200"
Toyota,Black,123315.0,4.0,"$14,600"
Honda,White,139785.0,5.0,"$7,700"
BMW,Black,93370.0,5.0,"$28,600"
Honda,Blue,116316.0,4.0,"$11,600"
Honda,Silver,145014.0,4.0,"$6,700"
Nissan,Silver,147945.0,4.0,"$4,200"
Toyota,Blue,50000.0,4.0,"$11,500"
Toyota,Black,94033.0,4.0,"$5,300"
Honda,Silver,133295.0,4.0,"$2,500"
,,239170.0,4.0,"$8,300"
Honda,Red,79471.0,4.0,"$9,900"
Nissan,White,128966.0,4.0,"$4,500"
Honda,Black,101245.0,4.0,"$8,800"
Nissan,Red,106720.0,4.0,"$7,400"
Honda,White,28950.0,4.0,"$12,600"
BMW,White,71864.0,4.0,"$25,800"
BMW,Blue,55935.0,5.0,"$33,700"
Nissan,Blue,92195.0,4.0,"$8,300"
Toyota,Blue,165459.0,4.0,"$6,700"
Nissan,Blue,124009.0,5.0,"$6,700"
Toyota,White,162343.0,4.0,"$6,300"
BMW,Blue,118900.0,5.0,"$22,700"
Toyota,Green,53308.0,4.0,"$13,800"
Honda,Black,77375.0,4.0,"$12,200"
BMW,Black,3000.0,4.0,"$28,400"
Toyota,Red,74100.0,5.0,"$8,500"
Toyota,Black,,3.0,"$9,000"
Nissan,White,109312.0,5.0,"$4,100"
Honda,White,107181.0,4.0,"$12,900"
Toyota,Blue,112608.0,4.0,"$12,000"
Toyota,Red,154917.0,4.0,"$11,300"
Toyota,Green,195247.0,3.0,"$2,500"
Toyota,Black,60638.0,4.0,"$14,700"
Nissan,Black,151662.0,5.0,"$7,900"
Toyota,Red,196242.0,4.0,"$5,500"
Toyota,Blue,120160.0,4.0,"$6,000"
BMW,Black,154683.0,4.0,"$19,000"
Nissan,White,94739.0,,"$7,400"
Nissan,Silver,75885.0,4.0,"$6,700"
Honda,White,66862.0,5.0,"$7,300"
Toyota,White,57163.0,5.0,"$19,100"
BMW,Blue,95897.0,5.0,"$30,500"
Nissan,Black,177923.0,4.0,"$8,700"
Honda,Black,6971.0,4.0,"$10,000"
Nissan,Red,66991.0,4.0,"$7,600"
Toyota,Blue,82370.0,5.0,"$10,100"
Toyota,White,109404.0,4.0,"$9,800"
Nissan,Black,71521.0,4.0,"$3,300"
Honda,Black,44342.0,5.0,"$11,000"
Toyota,White,85151.0,5.0,"$7,900"
Toyota,White,72478.0,4.0,"$7,800"
Honda,Black,85960.0,4.0,"$6,700"
Toyota,White,53856.0,4.0,"$8,100"
Nissan,Silver,103403.0,5.0,"$5,700"
Nissan,Silver,162779.0,4.0,"$5,600"
BMW,White,62066.0,4.0,"$20,200"
Honda,Red,110264.0,4.0,
Nissan,Red,119990.0,4.0,"$10,500"
Honda,Silver,114062.0,4.0,"$11,200"
Nissan,White,119479.0,4.0,"$8,200"
Toyota,Black,56567.0,4.0,"$10,900"
Honda,Blue,108769.0,4.0,"$9,700"
BMW,Blue,86319.0,3.0,
Toyota,White,23901.0,3.0,"$9,700"
Honda,Black,103019.0,4.0,"$7,000"
Nissan,Red,260000.0,4.0,"$2,500"
Nissan,Blue,107613.0,4.0,"$5,700"
BMW,Black,44833.0,5.0,"$27,300"
Honda,Red,97375.0,4.0,"$7,700"
Nissan,Black,96703.0,4.0,"$11,300"
Honda,White,158456.0,4.0,"$7,100"
Toyota,White,28254.0,5.0,"$15,900"
Honda,Silver,166605.0,4.0,"$10,100"
Toyota,Green,136190.0,3.0,"$11,400"
Honda,Red,94562.0,4.0,"$11,100"
Toyota,Blue,62599.0,4.0,"$12,700"
Toyota,Red,167135.0,4.0,"$4,900"
Nissan,Blue,63759.0,4.0,"$9,300"
Nissan,Silver,99306.0,4.0,"$9,200"
Honda,Blue,70243.0,4.0,"$15,600"
Toyota,White,30936.0,4.0,"$17,400"
Toyota,Blue,58227.0,4.0,"$6,300"
Toyota,White,110369.0,5.0,"$9,500"
Honda,Blue,38738.0,4.0,
Toyota,Black,97565.0,4.0,"$13,500"
Honda,White,120077.0,4.0,"$8,300"
Honda,White,114984.0,5.0,"$9,000"
BMW,Silver,4951.0,3.0,"$18,000"
Honda,Silver,82247.0,4.0,"$9,500"
Toyota,Red,142251.0,4.0,"$10,400"
BMW,Blue,90415.0,4.0,"$22,200"
Toyota,Black,26206.0,5.0,"$15,800"
Toyota,Black,125308.0,4.0,
BMW,Black,29957.0,3.0,"$21,700"
Toyota,Red,104154.0,4.0,"$7,200"
BMW,Blue,63398.0,5.0,"$24,600"
Toyota,White,89724.0,5.0,"$9,000"
Nissan,Red,76216.0,4.0,"$5,600"
Toyota,Blue,117763.0,5.0,"$11,700"
Honda,Black,55010.0,4.0,"$16,000"
Nissan,Black,94382.0,4.0,"$11,800"
Toyota,Red,64609.0,3.0,"$4,200"
Toyota,Black,118914.0,4.0,"$10,200"
Nissan,Blue,113926.0,4.0,"$5,000"
Nissan,Red,110063.0,5.0,"$6,100"
Toyota,Green,82277.0,4.0,"$12,900"
Nissan,Silver,122316.0,4.0,"$8,000"
BMW,Silver,55261.0,5.0,"$24,200"
Honda,Red,36632.0,4.0,"$10,800"
Toyota,Blue,3000.0,3.0,"$11,800"
Honda,Red,88070.0,5.0,"$11,900"
Honda,Black,79103.0,4.0,"$11,300"
Honda,Silver,3000.0,4.0,"$13,500"
Honda,Blue,11383.0,4.0,"$9,600"
Toyota,Green,88267.0,4.0,"$14,000"
Nissan,White,132787.0,4.0,"$5,900"
Toyota,Green,96984.0,4.0,"$7,300"
Nissan,Black,81536.0,4.0,"$9,600"
Nissan,Red,34419.0,4.0,"$11,900"
Toyota,Red,77797.0,4.0,"$13,600"
BMW,Blue,105365.0,3.0,"$11,500"
BMW,Grey,40573.0,3.0,"$19,900"
Nissan,Blue,10487.0,5.0,"$9,600"
Honda,Black,209180.0,4.0,"$6,000"
Honda,Black,184029.0,5.0,"$8,500"
Toyota,Blue,59424.0,4.0,"$10,700"
Toyota,Blue,128598.0,4.0,"$10,100"
Nissan,Black,79668.0,5.0,"$5,300"
Toyota,Black,260000.0,4.0,"$2,500"
Honda,Black,76364.0,4.0,"$10,800"
Honda,Blue,80349.0,4.0,"$10,300"
Honda,White,153773.0,4.0,"$6,200"
Toyota,Red,37539.0,4.0,"$12,400"
Toyota,Red,73851.0,5.0,"$16,400"
Toyota,Green,158898.0,4.0,"$7,000"
Nissan,Silver,40390.0,4.0,"$7,100"
Toyota,Blue,98786.0,5.0,"$11,900"
Nissan,Red,91021.0,4.0,"$6,400"
Toyota,White,67174.0,4.0,"$11,600"
Toyota,Black,3000.0,5.0,"$12,000"
,White,65393.0,3.0,"$14,700"
Toyota,White,55681.0,4.0,"$12,800"
Toyota,Green,109780.0,3.0,"$12,200"
Honda,Black,152603.0,4.0,"$6,700"
Toyota,Green,73274.0,4.0,"$8,500"
Honda,Black,80428.0,4.0,"$8,900"
Toyota,White,126788.0,4.0,"$10,200"
Nissan,Red,145140.0,4.0,"$8,400"
Nissan,Silver,216320.0,5.0,"$3,000"
Nissan,Silver,173569.0,4.0,"$3,100"
Honda,White,148880.0,4.0,"$10,000"
BMW,Black,107353.0,4.0,"$24,100"
Toyota,Red,63245.0,4.0,"$7,200"
Nissan,Red,109757.0,4.0,"$10,800"
Toyota,White,81888.0,4.0,"$13,500"
Nissan,Blue,159261.0,4.0,"$3,800"
BMW,Grey,120286.0,5.0,"$4,400"
Toyota,Black,34416.0,4.0,"$10,500"
Toyota,Green,55374.0,4.0,"$12,600"
Honda,White,105921.0,4.0,"$10,000"
Honda,Red,120611.0,4.0,"$5,100"
Honda,Blue,33527.0,4.0,"$13,400"
Toyota,White,65227.0,4.0,"$6,700"
Toyota,Black,148509.0,5.0,"$13,200"
Nissan,Red,199201.0,5.0,"$3,800"
BMW,Black,91289.0,4.0,"$33,100"
Nissan,Black,76080.0,4.0,"$11,600"
Honda,Blue,105219.0,4.0,"$11,500"
Nissan,Red,122421.0,4.0,"$9,600"
Honda,White,102729.0,4.0,"$4,500"
Nissan,Silver,193307.0,4.0,"$2,500"
Nissan,Silver,182171.0,4.0,"$3,400"
Toyota,Black,159152.0,5.0,"$11,900"
Honda,Silver,112646.0,5.0,"$10,800"
Toyota,White,119976.0,4.0,"$2,700"
Nissan,,118626.0,5.0,"$4,300"
Nissan,White,121586.0,4.0,"$3,400"
Honda,Red,35122.0,4.0,"$16,800"
Honda,White,143333.0,4.0,"$7,100"
Nissan,Silver,122347.0,5.0,"$6,500"
Toyota,Black,127633.0,4.0,"$6,800"
Honda,Blue,139699.0,4.0,"$6,400"
Toyota,Green,76167.0,4.0,"$10,600"
Honda,White,63624.0,4.0,"$11,800"
Honda,Silver,66206.0,5.0,"$12,800"
Toyota,Black,161232.0,4.0,"$5,100"
Toyota,Black,91210.0,4.0,"$12,200"
Honda,Silver,,4.0,"$11,900"
BMW,White,88326.0,3.0,"$30,300"
Honda,White,62912.0,4.0,"$8,000"
Toyota,Red,82005.0,5.0,"$8,400"
Honda,White,119095.0,4.0,"$4,700"
Honda,Silver,203984.0,5.0,"$8,900"
Honda,Blue,92603.0,4.0,"$12,000"
Nissan,White,20339.0,4.0,"$17,700"
Toyota,Blue,67308.0,4.0,"$11,200"
BMW,White,3000.0,5.0,"$32,000"
Toyota,White,,4.0,"$13,200"
Toyota,Red,69697.0,4.0,"$7,900"
Nissan,Red,66955.0,4.0,"$9,400"
Toyota,Blue,31362.0,3.0,"$10,000"
Honda,Silver,123837.0,5.0,"$16,500"
Toyota,Blue,122834.0,4.0,"$6,000"
Honda,Black,74378.0,5.0,"$11,300"
BMW,Grey,50324.0,4.0,"$31,800"
Toyota,White,109308.0,4.0,
Toyota,Blue,81648.0,4.0,"$15,200"
Nissan,White,102676.0,4.0,"$4,700"
Honda,Silver,196511.0,5.0,"$2,500"
Toyota,Black,59585.0,5.0,"$10,900"
Honda,Black,212398.0,4.0,"$9,400"
,Grey,127744.0,4.0,"$20,100"
Nissan,Red,247865.0,4.0,"$2,500"
Honda,Silver,138908.0,5.0,"$8,600"
Honda,White,89625.0,5.0,"$9,500"
Nissan,Silver,100260.0,4.0,"$9,000"
Honda,White,109625.0,4.0,"$8,600"
Honda,White,164457.0,5.0,"$2,500"
Nissan,Black,140553.0,4.0,"$7,600"
Honda,Blue,147054.0,4.0,"$6,600"
Toyota,Green,108811.0,3.0,"$11,200"
Nissan,Red,195505.0,4.0,"$2,500"
Nissan,White,126950.0,5.0,"$11,200"
BMW,Black,3000.0,5.0,"$24,600"
Toyota,Red,174223.0,5.0,"$10,700"
Nissan,Red,141256.0,4.0,"$4,100"
Nissan,Black,62618.0,5.0,"$8,500"
Toyota,Blue,178496.0,4.0,"$4,300"
Toyota,White,103273.0,4.0,"$7,500"
Honda,Blue,132453.0,4.0,"$5,900"
Toyota,Green,92925.0,3.0,"$3,400"
Toyota,White,14104.0,5.0,"$14,900"
Honda,White,28392.0,5.0,"$19,500"
Nissan,Red,3000.0,4.0,"$9,700"
Toyota,White,98868.0,4.0,"$9,000"
Nissan,Red,50167.0,4.0,"$7,100"
Toyota,Green,46485.0,4.0,"$11,000"
Toyota,Black,199500.0,3.0,"$5,000"
Toyota,White,159510.0,3.0,"$8,000"
Honda,Blue,145465.0,4.0,"$2,500"
BMW,Grey,52212.0,5.0,"$35,000"
Toyota,Green,68269.0,3.0,"$15,600"
Honda,White,163226.0,4.0,"$4,700"
Toyota,Blue,71835.0,5.0,"$8,800"
Toyota,Red,65261.0,5.0,"$8,300"
Nissan,Black,136013.0,4.0,"$2,500"
Toyota,Red,129394.0,4.0,"$10,600"
Honda,Blue,12262.0,4.0,"$17,800"
Nissan,White,140762.0,4.0,"$7,400"
Nissan,Red,69514.0,4.0,"$10,300"
Honda,White,146066.0,4.0,
Toyota,Blue,202099.0,4.0,"$5,400"
Nissan,Black,175884.0,4.0,"$4,800"
Honda,Black,120105.0,4.0,"$3,300"
Honda,White,109810.0,4.0,"$6,400"
Nissan,Blue,64601.0,4.0,"$13,500"
Honda,Red,81739.0,4.0,"$6,800"
BMW,Black,49916.0,4.0,"$17,700"
BMW,Grey,125223.0,3.0,"$16,900"
Toyota,Red,125523.0,4.0,"$13,100"
Nissan,White,83991.0,4.0,"$9,500"
Nissan,White,54315.0,4.0,"$15,900"
Nissan,Black,164437.0,4.0,"$4,100"
Nissan,Silver,68721.0,4.0,"$8,600"
Nissan,Blue,92960.0,5.0,"$13,500"
Honda,Black,33174.0,4.0,"$12,800"
Toyota,Blue,97046.0,4.0,"$9,800"
Toyota,Green,92351.0,4.0,"$9,400"
Honda,Black,133907.0,4.0,"$9,500"
Honda,White,112107.0,4.0,"$2,500"
Toyota,Red,113589.0,4.0,"$4,000"
Toyota,Blue,131608.0,3.0,"$12,400"
Toyota,White,49835.0,4.0,"$11,600"
BMW,Blue,39827.0,4.0,"$34,400"
Nissan,Black,117321.0,4.0,"$11,300"
Nissan,Blue,135170.0,4.0,"$6,300"
Nissan,Red,115819.0,4.0,"$8,600"
BMW,Black,3000.0,,"$28,000"
Nissan,White,108077.0,4.0,"$8,900"
Honda,Blue,82990.0,5.0,"$7,400"
BMW,Silver,65308.0,4.0,"$18,200"
BMW,Grey,3000.0,4.0,"$32,800"
Toyota,Red,128111.0,4.0,"$10,100"
Toyota,White,165752.0,4.0,"$4,900"
Honda,Black,23306.0,4.0,"$12,700"
Toyota,White,79929.0,4.0,"$8,300"
Nissan,Blue,107528.0,4.0,"$5,400"
Honda,White,3871.0,5.0,"$13,000"
Nissan,Red,48362.0,4.0,"$10,300"
Toyota,Red,63886.0,4.0,"$15,200"
Toyota,Blue,181401.0,4.0,"$8,400"
BMW,Silver,3000.0,5.0,"$38,700"
Toyota,Red,179937.0,4.0,"$6,300"
Toyota,Green,166792.0,5.0,"$5,200"
Toyota,Black,3000.0,4.0,"$12,400"
Toyota,White,187923.0,5.0,"$2,500"
Honda,White,91977.0,5.0,"$10,300"
Toyota,Blue,71325.0,3.0,"$9,100"
Toyota,Green,101756.0,4.0,"$7,500"
Toyota,Green,24052.0,4.0,"$13,700"
,Red,153815.0,3.0,"$9,300"
Toyota,White,55893.0,3.0,"$7,300"
Honda,Black,78358.0,4.0,"$15,000"
Honda,Blue,122988.0,4.0,"$10,100"
BMW,Silver,102373.0,4.0,"$26,300"
Toyota,White,104271.0,5.0,"$12,700"
Toyota,White,69599.0,4.0,"$7,000"
Nissan,Red,152487.0,4.0,"$8,000"
Toyota,Green,39851.0,5.0,"$15,600"
Nissan,Silver,206122.0,4.0,"$2,500"
Toyota,Black,55463.0,5.0,"$13,500"
Honda,Blue,65574.0,4.0,"$8,800"
Toyota,Black,120525.0,3.0,"$3,300"
Nissan,Silver,31139.0,4.0,"$10,700"
Honda,Black,90929.0,5.0,"$11,500"
Honda,Blue,182010.0,4.0,"$5,500"
Nissan,Black,145497.0,4.0,"$2,900"
Nissan,Silver,155004.0,5.0,"$4,200"
Honda,Silver,95428.0,4.0,"$9,000"
BMW,Blue,108384.0,4.0,"$14,600"
Honda,Red,3000.0,4.0,"$12,900"
Nissan,Blue,138237.0,5.0,"$6,600"
BMW,Silver,116752.0,4.0,"$25,700"
Nissan,Black,,5.0,"$3,200"
Toyota,White,85659.0,5.0,"$14,800"
BMW,Silver,48533.0,5.0,"$27,000"
Honda,Silver,112225.0,4.0,"$5,500"
Honda,White,121915.0,4.0,"$13,000"
Toyota,Green,89013.0,4.0,"$6,300"
Honda,Blue,88803.0,4.0,"$2,900"
Toyota,Black,115518.0,4.0,"$11,000"
Nissan,Silver,205835.0,4.0,"$2,500"
Nissan,Silver,134875.0,4.0,"$3,600"
Nissan,Black,92040.0,4.0,"$4,000"
Nissan,Blue,101091.0,4.0,"$6,500"
BMW,White,77566.0,4.0,"$20,600"
Nissan,Black,116667.0,4.0,"$5,900"
Toyota,Green,80762.0,4.0,"$10,600"
BMW,Silver,66701.0,3.0,"$29,300"
BMW,White,59932.0,5.0,"$23,900"
BMW,White,57406.0,4.0,"$21,000"
Nissan,White,91844.0,4.0,"$13,100"
Honda,Silver,48191.0,5.0,"$11,400"
BMW,White,48725.0,5.0,"$25,100"
Honda,Silver,76100.0,4.0,"$11,100"
Honda,Blue,9911.0,4.0,"$16,400"
Honda,Black,122363.0,4.0,"$4,500"
Nissan,Red,3000.0,4.0,"$9,300"
Nissan,Blue,98410.0,4.0,
BMW,Blue,87816.0,4.0,"$12,400"
Honda,White,58896.0,4.0,"$10,900"
BMW,White,75654.0,5.0,"$16,900"
Toyota,Red,90980.0,5.0,"$8,800"
Toyota,Red,40604.0,4.0,"$13,600"
BMW,Grey,97502.0,4.0,"$29,100"
BMW,White,89124.0,4.0,"$20,900"
BMW,White,95011.0,5.0,"$26,500"
Honda,Silver,98429.0,4.0,"$7,400"
Toyota,Red,72162.0,5.0,"$12,200"
Honda,Red,209113.0,5.0,"$5,400"
Honda,Silver,62662.0,4.0,"$8,400"
Honda,Blue,68395.0,5.0,"$17,800"
BMW,Grey,48231.0,4.0,"$31,900"
BMW,,49211.0,4.0,"$27,600"
Nissan,Black,156337.0,5.0,"$4,200"
Toyota,Black,64662.0,4.0,"$17,300"
Toyota,Blue,149198.0,3.0,"$9,400"
Honda,,129789.0,5.0,"$9,600"
Nissan,Blue,224995.0,4.0,"$2,500"
Nissan,Blue,144326.0,4.0,"$2,500"
Nissan,Silver,65802.0,4.0,"$5,900"
BMW,White,118510.0,4.0,"$6,100"
Honda,Silver,72689.0,5.0,"$2,500"
Toyota,Black,54773.0,5.0,"$11,600"
Toyota,Black,170013.0,4.0,"$8,300"
Honda,Red,52009.0,4.0,"$14,400"
Toyota,Green,98927.0,4.0,"$9,600"
Honda,Red,34271.0,5.0,"$9,800"
Toyota,White,55094.0,5.0,"$13,100"
Toyota,Red,102050.0,5.0,"$15,500"
BMW,Black,81172.0,5.0,"$7,800"
BMW,Blue,76030.0,4.0,"$15,300"
Nissan,Red,57905.0,4.0,"$7,100"
Honda,Black,60159.0,5.0,"$7,700"
BMW,Grey,73546.0,5.0,"$16,300"
BMW,Silver,79980.0,3.0,"$38,200"
BMW,Silver,9166.0,3.0,"$25,200"
Toyota,Black,3000.0,4.0,"$13,900"
Honda,Blue,122850.0,5.0,"$10,800"
Toyota,Black,102022.0,4.0,"$13,100"
Honda,White,,4.0,"$8,900"
Toyota,Blue,70828.0,4.0,"$6,800"
Honda,White,72504.0,4.0,"$7,600"
Honda,Black,113664.0,4.0,"$5,100"
Nissan,Blue,107921.0,5.0,"$9,900"
Honda,White,87166.0,4.0,"$6,900"
Toyota,Blue,159090.0,4.0,
Honda,White,76265.0,4.0,"$10,100"
Honda,Silver,92763.0,4.0,"$10,000"
Toyota,Black,129742.0,4.0,"$8,800"
Toyota,Red,78860.0,4.0,"$9,600"
Toyota,Red,66201.0,3.0,"$13,200"
Toyota,Black,64380.0,5.0,"$15,400"
Toyota,White,98987.0,3.0,"$7,600"
Toyota,White,130157.0,4.0,"$6,400"
BMW,Blue,91803.0,4.0,"$25,300"
Toyota,Red,66991.0,5.0,"$13,900"
Nissan,Blue,142609.0,5.0,"$9,100"
Honda,Black,138375.0,4.0,"$9,000"
Toyota,White,39365.0,3.0,"$19,900"
Nissan,Blue,33397.0,5.0,"$13,600"
Toyota,White,120426.0,4.0,"$5,400"
BMW,Grey,59779.0,4.0,"$24,900"
Honda,Silver,154667.0,4.0,"$4,400"
Toyota,Red,84378.0,3.0,"$2,500"
Nissan,Blue,209146.0,4.0,
Toyota,Green,114999.0,4.0,"$8,400"
Honda,Silver,87295.0,4.0,"$12,200"
Nissan,Silver,,5.0,"$3,800"
Toyota,Blue,132064.0,4.0,"$9,600"
Toyota,Green,150911.0,5.0,"$6,200"
Honda,Blue,143618.0,5.0,"$11,000"
Toyota,Red,154291.0,4.0,"$5,300"
Toyota,Blue,89246.0,4.0,"$11,300"
BMW,Grey,7424.0,4.0,"$38,300"
Toyota,Blue,97361.0,5.0,"$11,800"
Honda,Blue,64303.0,4.0,"$6,700"
Nissan,Red,78174.0,4.0,"$8,800"
Toyota,White,133018.0,5.0,"$9,800"
Toyota,Black,116029.0,4.0,"$8,500"
Toyota,White,123804.0,4.0,"$13,700"
BMW,Grey,,5.0,"$29,800"
BMW,Blue,77348.0,4.0,"$14,800"
Toyota,,43677.0,3.0,"$13,500"
BMW,White,64540.0,4.0,"$28,100"
Toyota,White,185174.0,5.0,"$9,100"
Toyota,,163462.0,4.0,"$7,400"
BMW,Blue,31096.0,4.0,"$26,400"
BMW,Black,31200.0,5.0,"$37,900"
BMW,Black,98196.0,5.0,"$28,000"
Honda,Blue,151325.0,4.0,"$2,500"
Honda,White,120230.0,4.0,"$4,200"
Honda,Silver,91651.0,4.0,"$8,600"
Honda,White,123763.0,4.0,"$8,700"
Toyota,Blue,167946.0,4.0,"$4,900"
Toyota,Blue,134873.0,3.0,"$8,000"
Nissan,Black,20423.0,4.0,"$9,000"
Nissan,Silver,103606.0,4.0,"$10,200"
BMW,Black,84476.0,5.0,"$17,600"
Honda,Blue,85264.0,4.0,"$15,800"
Nissan,White,118228.0,4.0,"$5,700"
Honda,Red,115603.0,4.0,"$10,500"
Nissan,Black,86454.0,4.0,"$9,500"
Toyota,Black,80897.0,4.0,"$13,500"
Toyota,Red,106824.0,4.0,"$11,200"
Honda,Black,55559.0,4.0,"$8,900"
Honda,White,137383.0,4.0,"$7,100"
Nissan,Blue,127961.0,4.0,"$5,200"
Honda,Silver,135138.0,4.0,"$5,700"
BMW,Black,59304.0,5.0,"$31,500"
Toyota,Green,158994.0,4.0,"$5,000"
Honda,White,186064.0,4.0,"$6,000"
Toyota,White,43767.0,4.0,"$13,900"
Nissan,Silver,90552.0,5.0,"$9,700"
Nissan,Red,109600.0,4.0,"$7,000"
Honda,Silver,48243.0,5.0,"$15,300"
BMW,Blue,16442.0,5.0,"$21,000"
BMW,Grey,80429.0,4.0,"$34,900"
Honda,Black,75075.0,4.0,"$12,600"
Honda,Black,143520.0,5.0,"$10,400"
Nissan,Silver,94572.0,4.0,"$4,900"
Nissan,Silver,3000.0,4.0,"$11,300"
Nissan,Silver,177972.0,4.0,"$2,500"
Nissan,Red,151211.0,5.0,"$3,100"
Toyota,White,103515.0,4.0,"$12,200"
Honda,Silver,60344.0,4.0,"$11,500"
Honda,Blue,72075.0,4.0,"$12,500"
Toyota,White,110236.0,3.0,"$8,900"
Toyota,Green,179034.0,4.0,"$7,800"
Nissan,Blue,73340.0,5.0,"$9,100"
Honda,Silver,88356.0,4.0,"$9,900"
Honda,,213176.0,5.0,"$5,800"
Toyota,Green,,3.0,"$11,300"
Toyota,Blue,3000.0,3.0,"$12,700"
Nissan,Blue,3000.0,4.0,"$9,600"
Toyota,White,18922.0,4.0,"$15,100"
Toyota,Green,98028.0,,"$11,200"
Honda,Silver,86981.0,5.0,"$6,300"
Toyota,Green,124703.0,4.0,"$14,400"
Toyota,Blue,119279.0,5.0,"$8,500"
Toyota,Green,23740.0,4.0,"$10,100"
Honda,Red,113745.0,4.0,"$11,500"
